"","rider","location","number","finish","lap","time","behind","place","year","round","moto","track","date","race_id","class","type","points"
"12563","GAGE LINVILLE","Georgia","402",3,10,157.441,42.79,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",20
"12564","GAGE LINVILLE","Georgia","402",3,11,161.163,54.642,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",20
"12565","GAGE LINVILLE","Georgia","402",3,12,159.105,63.219,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",20
"12566","GAGE LINVILLE","Georgia","402",3,13,159.442,73.76,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",20
"12567","TYLER MEDAGLIA","Ontario","5",4,1,62.896,2.896,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12568","TYLER MEDAGLIA","Ontario","5",4,2,154.204,8.559,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12569","TYLER MEDAGLIA","Ontario","5",4,3,152.459,12.536,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12570","TYLER MEDAGLIA","Ontario","5",4,4,153.251,17.317,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12571","TYLER MEDAGLIA","Ontario","5",4,5,154.54,24.242,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12572","TYLER MEDAGLIA","Ontario","5",4,6,155.183,30.21,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12573","TYLER MEDAGLIA","Ontario","5",4,7,156.164,37.275,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12574","TYLER MEDAGLIA","Ontario","5",4,8,156.34,43.525,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12575","TYLER MEDAGLIA","Ontario","5",4,9,155.22,48.211,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12576","TYLER MEDAGLIA","Ontario","5",4,10,158.59,54.863,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12577","TYLER MEDAGLIA","Ontario","5",4,11,158.526,64.078,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12578","TYLER MEDAGLIA","Ontario","5",4,12,157.953,71.503,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12579","TYLER MEDAGLIA","Ontario","5",4,13,158.417,81.019,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",18
"12580","DYLAN REMPEL","Ontario","19",5,1,62.252,2.252,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12581","DYLAN REMPEL","Ontario","19",5,2,156.517,10.228,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12582","DYLAN REMPEL","Ontario","19",5,3,153.731,15.477,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12583","DYLAN REMPEL","Ontario","19",5,4,152.838,19.845,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12584","DYLAN REMPEL","Ontario","19",5,5,154.313,26.543,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12585","DYLAN REMPEL","Ontario","19",5,6,154.968,32.296,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12586","DYLAN REMPEL","Ontario","19",5,7,156.467,39.664,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12587","DYLAN REMPEL","Ontario","19",5,8,155.237,44.811,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12588","DYLAN REMPEL","Ontario","19",5,9,155.797,50.074,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12589","DYLAN REMPEL","Ontario","19",5,10,158.075,56.211,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12590","DYLAN REMPEL","Ontario","19",5,11,157.968,64.868,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12591","DYLAN REMPEL","Ontario","19",5,12,158.445,72.785,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12592","DYLAN REMPEL","Ontario","19",5,13,158.371,82.255,5,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",16
"12593","SEBASTIEN RACINE","Ontario","12",6,1,64.936,4.936,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12594","SEBASTIEN RACINE","Ontario","12",6,2,157.526,13.921,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12595","SEBASTIEN RACINE","Ontario","12",6,3,153.664,19.103,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12596","SEBASTIEN RACINE","Ontario","12",6,4,152.489,23.122,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12597","SEBASTIEN RACINE","Ontario","12",6,5,154.299,29.806,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12598","SEBASTIEN RACINE","Ontario","12",6,6,155.475,36.066,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12599","SEBASTIEN RACINE","Ontario","12",6,7,154.966,41.933,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12600","SEBASTIEN RACINE","Ontario","12",6,8,155.356,47.199,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12601","SEBASTIEN RACINE","Ontario","12",6,9,156.461,53.126,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12602","SEBASTIEN RACINE","Ontario","12",6,10,159.038,60.226,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12603","SEBASTIEN RACINE","Ontario","12",6,11,157.803,68.718,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12604","SEBASTIEN RACINE","Ontario","12",6,12,155.137,73.327,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12605","SEBASTIEN RACINE","Ontario","12",6,13,158.432,82.858,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",15
"12606","WYATT KERR","Ontario","59",7,1,60.904,0.904,2,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12607","WYATT KERR","Ontario","59",7,2,151.613,3.976,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12608","WYATT KERR","Ontario","59",7,3,151.302,6.796,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12609","WYATT KERR","Ontario","59",7,4,153.522,11.848,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12610","WYATT KERR","Ontario","59",7,5,151.763,15.996,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12611","WYATT KERR","Ontario","59",7,6,153.313,20.094,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12612","WYATT KERR","Ontario","59",7,7,153.965,24.96,4,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12613","WYATT KERR","Ontario","59",7,8,154.411,29.281,3,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12614","WYATT KERR","Ontario","59",7,9,173.494,52.241,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12615","WYATT KERR","Ontario","59",7,10,158.884,59.187,6,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12616","WYATT KERR","Ontario","59",7,11,160.045,69.921,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12617","WYATT KERR","Ontario","59",7,12,156.253,75.646,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12618","WYATT KERR","Ontario","59",7,13,158.222,84.967,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",14
"12619","QUINN AMYOTTE","Ontario","14",8,1,63.951,3.951,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12620","QUINN AMYOTTE","Ontario","14",8,2,155.72,11.13,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12621","QUINN AMYOTTE","Ontario","14",8,3,153.655,16.303,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12622","QUINN AMYOTTE","Ontario","14",8,4,153.24,21.073,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12623","QUINN AMYOTTE","Ontario","14",8,5,154.143,27.601,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12624","QUINN AMYOTTE","Ontario","14",8,6,155.911,34.297,7,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12625","QUINN AMYOTTE","Ontario","14",8,7,158.962,44.16,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12626","QUINN AMYOTTE","Ontario","14",8,8,158.023,52.093,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12627","QUINN AMYOTTE","Ontario","14",8,9,160.14,61.699,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12628","QUINN AMYOTTE","Ontario","14",8,10,162.886,72.647,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12629","QUINN AMYOTTE","Ontario","14",8,11,162.488,85.824,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12630","QUINN AMYOTTE","Ontario","14",8,12,163.04,98.336,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12631","QUINN AMYOTTE","Ontario","14",8,13,165.875,115.31,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",13
"12632","TIGER WOOD","Australia","143",9,1,66.075,6.075,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12633","TIGER WOOD","Australia","143",9,2,162.957,20.491,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12634","TIGER WOOD","Australia","143",9,3,159.766,31.775,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12635","TIGER WOOD","Australia","143",9,4,155.031,38.336,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12636","TIGER WOOD","Australia","143",9,5,157.958,48.679,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12637","TIGER WOOD","Australia","143",9,6,155.432,54.896,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12638","TIGER WOOD","Australia","143",9,7,157.046,62.843,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12639","TIGER WOOD","Australia","143",9,8,158.171,70.924,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12640","TIGER WOOD","Australia","143",9,9,161.707,82.097,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12641","TIGER WOOD","Australia","143",9,10,160.219,90.378,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12642","TIGER WOOD","Australia","143",9,11,159.56,100.627,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12643","TIGER WOOD","Australia","143",9,12,160.57,110.669,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12644","TIGER WOOD","Australia","143",9,13,164.072,125.84,9,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",12
"12645","KYLE MURDOCH","Massachusetts","63",10,1,65.858,5.858,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12646","KYLE MURDOCH","Massachusetts","63",10,2,165.413,22.73,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12647","KYLE MURDOCH","Massachusetts","63",10,3,158.98,33.228,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12648","KYLE MURDOCH","Massachusetts","63",10,4,159.901,44.659,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12649","KYLE MURDOCH","Massachusetts","63",10,5,157.783,54.827,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12650","KYLE MURDOCH","Massachusetts","63",10,6,160.182,65.794,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12651","KYLE MURDOCH","Massachusetts","63",10,7,158.449,75.144,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12652","KYLE MURDOCH","Massachusetts","63",10,8,160.294,85.348,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12653","KYLE MURDOCH","Massachusetts","63",10,9,160.426,95.24,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12654","KYLE MURDOCH","Massachusetts","63",10,10,158.639,101.941,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12655","KYLE MURDOCH","Massachusetts","63",10,11,159.726,112.356,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12656","KYLE MURDOCH","Massachusetts","63",10,12,158.528,120.356,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12657","KYLE MURDOCH","Massachusetts","63",10,13,160.086,131.541,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",11
"12658","AUSTIN JONES","Ontario","30",11,1,65.422,5.422,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12659","AUSTIN JONES","Ontario","30",11,2,161.549,18.43,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12660","AUSTIN JONES","Ontario","30",11,3,157.219,27.167,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12661","AUSTIN JONES","Ontario","30",11,4,158.199,36.896,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12662","AUSTIN JONES","Ontario","30",11,5,158.658,47.939,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12663","AUSTIN JONES","Ontario","30",11,6,159.579,58.303,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12664","AUSTIN JONES","Ontario","30",11,7,162.02,71.224,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12665","AUSTIN JONES","Ontario","30",11,8,159.766,80.9,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12666","AUSTIN JONES","Ontario","30",11,9,160.501,90.867,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12667","AUSTIN JONES","Ontario","30",11,10,160.287,99.216,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12668","AUSTIN JONES","Ontario","30",11,11,161.186,111.091,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12669","AUSTIN JONES","Ontario","30",11,12,158.751,119.314,10,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12670","AUSTIN JONES","Ontario","30",11,13,167.408,137.821,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",10
"12671","JOSH CLARK","Connecticut","57",12,1,63.42,3.42,8,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12672","JOSH CLARK","Connecticut","57",12,2,162.773,17.652,11,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12673","JOSH CLARK","Connecticut","57",12,3,160.116,29.286,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12674","JOSH CLARK","Connecticut","57",12,4,160.032,40.848,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12675","JOSH CLARK","Connecticut","57",12,5,159.296,52.529,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12676","JOSH CLARK","Connecticut","57",12,6,159.596,62.91,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12677","JOSH CLARK","Connecticut","57",12,7,160.042,73.853,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12678","JOSH CLARK","Connecticut","57",12,8,160.109,83.872,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12679","JOSH CLARK","Connecticut","57",12,9,160.635,93.973,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12680","JOSH CLARK","Connecticut","57",12,10,162.835,104.87,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12681","JOSH CLARK","Connecticut","57",12,11,161.041,116.6,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12682","JOSH CLARK","Connecticut","57",12,12,161.186,127.258,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12683","JOSH CLARK","Connecticut","57",12,13,163.831,142.188,12,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",9
"12684","RUSSELL BUCCHERI","Massachusetts","914",13,1,66.628,6.628,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12685","RUSSELL BUCCHERI","Massachusetts","914",13,2,161.544,19.631,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12686","RUSSELL BUCCHERI","Massachusetts","914",13,3,160.08,31.229,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12687","RUSSELL BUCCHERI","Massachusetts","914",13,4,160.414,43.173,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12688","RUSSELL BUCCHERI","Massachusetts","914",13,5,158.293,53.851,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12689","RUSSELL BUCCHERI","Massachusetts","914",13,6,162.581,67.217,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12690","RUSSELL BUCCHERI","Massachusetts","914",13,7,159.337,77.455,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12691","RUSSELL BUCCHERI","Massachusetts","914",13,8,160.228,87.593,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12692","RUSSELL BUCCHERI","Massachusetts","914",13,9,161.7,98.759,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12693","RUSSELL BUCCHERI","Massachusetts","914",13,10,161.318,108.139,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12694","RUSSELL BUCCHERI","Massachusetts","914",13,11,161.714,120.542,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12695","RUSSELL BUCCHERI","Massachusetts","914",13,12,162.039,132.053,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12696","RUSSELL BUCCHERI","Massachusetts","914",13,13,162.733,145.885,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",8
"12697","TYLER YATES","British Columbia","33",14,1,68.136,8.136,21,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12698","TYLER YATES","British Columbia","33",14,2,164.4,23.995,19,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12699","TYLER YATES","British Columbia","33",14,3,159.812,35.325,18,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12700","TYLER YATES","British Columbia","33",14,4,160.124,46.979,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12701","TYLER YATES","British Columbia","33",14,5,160.286,59.65,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12702","TYLER YATES","British Columbia","33",14,6,159.301,69.736,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12703","TYLER YATES","British Columbia","33",14,7,159.766,80.403,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12704","TYLER YATES","British Columbia","33",14,8,160.764,91.077,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12705","TYLER YATES","British Columbia","33",14,9,162.074,102.617,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12706","TYLER YATES","British Columbia","33",14,10,163.295,113.974,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12707","TYLER YATES","British Columbia","33",14,11,163.911,128.574,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12708","TYLER YATES","British Columbia","33",14,12,161.75,139.796,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12709","TYLER YATES","British Columbia","33",14,13,164.038,154.933,14,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",7
"12710","BLAKE DAVIES","British Columbia","29",15,1,65.209,5.209,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12711","BLAKE DAVIES","British Columbia","29",15,2,162.475,19.143,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12712","BLAKE DAVIES","British Columbia","29",15,3,160.124,30.785,13,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12713","BLAKE DAVIES","British Columbia","29",15,4,162.167,44.482,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12714","BLAKE DAVIES","British Columbia","29",15,5,161.47,58.337,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12715","BLAKE DAVIES","British Columbia","29",15,6,163.345,72.467,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12716","BLAKE DAVIES","British Columbia","29",15,7,164.013,87.381,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12717","BLAKE DAVIES","British Columbia","29",15,8,163.452,100.743,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12718","BLAKE DAVIES","British Columbia","29",15,9,163.596,113.805,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12719","BLAKE DAVIES","British Columbia","29",15,10,161.671,123.538,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12720","BLAKE DAVIES","British Columbia","29",15,11,163.196,137.423,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12721","BLAKE DAVIES","British Columbia","29",15,12,167.498,154.393,15,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",6
"12722","NATHAN GERMAIN","Quebec","237",16,1,69.599,9.599,26,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12723","NATHAN GERMAIN","Quebec","237",16,2,164.393,25.451,21,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12724","NATHAN GERMAIN","Quebec","237",16,3,161.013,37.982,20,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12725","NATHAN GERMAIN","Quebec","237",16,4,160.504,50.016,20,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12726","NATHAN GERMAIN","Quebec","237",16,5,160.347,62.748,18,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12727","NATHAN GERMAIN","Quebec","237",16,6,160.41,73.943,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12728","NATHAN GERMAIN","Quebec","237",16,7,163.523,88.367,18,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12729","NATHAN GERMAIN","Quebec","237",16,8,172.517,110.794,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12730","NATHAN GERMAIN","Quebec","237",16,9,162.274,122.534,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12731","NATHAN GERMAIN","Quebec","237",16,10,161.575,132.171,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12732","NATHAN GERMAIN","Quebec","237",16,11,165.337,148.197,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12733","NATHAN GERMAIN","Quebec","237",16,12,164.737,162.406,16,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",5
"12734","HAYDEN JAMESON","Ontario","55",17,1,68.639,8.639,23,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12735","HAYDEN JAMESON","Ontario","55",17,2,163.851,23.949,18,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12736","HAYDEN JAMESON","Ontario","55",17,3,161.575,37.042,19,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12737","HAYDEN JAMESON","Ontario","55",17,4,160.792,49.364,19,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12738","HAYDEN JAMESON","Ontario","55",17,5,168.546,70.295,23,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12739","HAYDEN JAMESON","Ontario","55",17,6,166.159,87.239,21,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12740","HAYDEN JAMESON","Ontario","55",17,7,162.746,100.886,22,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12741","HAYDEN JAMESON","Ontario","55",17,8,162.005,112.801,19,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12742","HAYDEN JAMESON","Ontario","55",17,9,163.77,126.037,19,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12743","HAYDEN JAMESON","Ontario","55",17,10,163.947,138.046,18,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12744","HAYDEN JAMESON","Ontario","55",17,11,166.401,155.136,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12745","HAYDEN JAMESON","Ontario","55",17,12,162.374,166.982,17,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",4
"12746","AARON ZIELFELDER","New Mexico","640",18,1,69.01,9.01,24,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",3
"12747","AARON ZIELFELDER","New Mexico","640",18,2,164.701,25.17,20,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",3
"12748","AARON ZIELFELDER","New Mexico","640",18,3,162.447,39.135,21,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",3
"12749","AARON ZIELFELDER","New Mexico","640",18,4,161.014,51.679,22,2024,7,1,"MX Deschambault",2024-07-26,"250_2024_13","250","mx",3
