"","rider","location","number","finish","lap","time","behind","place","year","round","moto","track","date","race_id","class","type","points"
"637","DANIEL ELMORE","British Columbia","377",10,15,139.181,102.569,10,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",11
"638","DANIEL ELMORE","British Columbia","377",10,16,142.198,106.473,10,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",11
"639","KEYLAN MESTON","Alberta","10",11,1,76.245,16.245,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"640","KEYLAN MESTON","Alberta","10",11,2,140.596,26.14,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"641","KEYLAN MESTON","Alberta","10",11,3,140.587,35.279,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"642","KEYLAN MESTON","Alberta","10",11,4,142.712,39.878,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"643","KEYLAN MESTON","Alberta","10",11,5,138.599,47.476,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"644","KEYLAN MESTON","Alberta","10",11,6,138.346,54.852,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"645","KEYLAN MESTON","Alberta","10",11,7,138.92,62.813,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"646","KEYLAN MESTON","Alberta","10",11,8,137.488,69.793,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"647","KEYLAN MESTON","Alberta","10",11,9,137.202,76.476,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"648","KEYLAN MESTON","Alberta","10",11,10,138.685,84.119,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"649","KEYLAN MESTON","Alberta","10",11,11,137.62,90.337,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"650","KEYLAN MESTON","Alberta","10",11,12,138.324,98.057,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"651","KEYLAN MESTON","Alberta","10",11,13,138.755,104.006,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"652","KEYLAN MESTON","Alberta","10",11,14,139.729,107.693,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"653","KEYLAN MESTON","Alberta","10",11,15,138.934,110.976,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"654","KEYLAN MESTON","Alberta","10",11,16,139.459,112.141,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",10
"655","JULIEN BENEK","British Columbia","17",12,1,76.637,16.637,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"656","JULIEN BENEK","British Columbia","17",12,2,141.256,27.192,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"657","JULIEN BENEK","British Columbia","17",12,3,140.203,35.947,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"658","JULIEN BENEK","British Columbia","17",12,4,138.332,36.166,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"659","JULIEN BENEK","British Columbia","17",12,5,137.953,43.118,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"660","JULIEN BENEK","British Columbia","17",12,6,136.807,48.955,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"661","JULIEN BENEK","British Columbia","17",12,7,139.823,57.819,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"662","JULIEN BENEK","British Columbia","17",12,8,138.44,65.751,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"663","JULIEN BENEK","British Columbia","17",12,9,137.543,72.775,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"664","JULIEN BENEK","British Columbia","17",12,10,139.745,81.478,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"665","JULIEN BENEK","British Columbia","17",12,11,138.602,88.678,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"666","JULIEN BENEK","British Columbia","17",12,12,139.097,97.171,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"667","JULIEN BENEK","British Columbia","17",12,13,139.139,103.504,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"668","JULIEN BENEK","British Columbia","17",12,14,144.413,111.875,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"669","JULIEN BENEK","British Columbia","17",12,15,143.583,119.807,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"670","JULIEN BENEK","British Columbia","17",12,16,146.809,128.322,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",9
"671","TEREN GERBER","Alberta","482",13,1,75.406,15.406,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"672","TEREN GERBER","Alberta","482",13,2,141.965,26.67,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"673","TEREN GERBER","Alberta","482",13,3,142.132,37.354,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"674","TEREN GERBER","Alberta","482",13,4,143.601,42.842,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"675","TEREN GERBER","Alberta","482",13,5,140.413,52.254,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"676","TEREN GERBER","Alberta","482",13,6,140.215,61.499,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"677","TEREN GERBER","Alberta","482",13,7,141.397,71.937,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"678","TEREN GERBER","Alberta","482",13,8,141.501,82.93,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"679","TEREN GERBER","Alberta","482",13,9,141.332,93.743,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"680","TEREN GERBER","Alberta","482",13,10,141.525,104.226,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"681","TEREN GERBER","Alberta","482",13,11,140.392,113.216,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"682","TEREN GERBER","Alberta","482",13,12,142.658,125.27,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"683","TEREN GERBER","Alberta","482",13,13,141.702,134.166,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"684","TEREN GERBER","Alberta","482",13,14,142.595,140.719,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"685","TEREN GERBER","Alberta","482",13,15,143.786,148.854,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",8
"686","BROCK HENRY","British Columbia","252",14,1,73.744,13.744,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"687","BROCK HENRY","British Columbia","252",14,2,140.577,23.62,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"688","BROCK HENRY","British Columbia","252",14,3,140.426,32.598,9,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"689","BROCK HENRY","British Columbia","252",14,4,143.637,38.122,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"690","BROCK HENRY","British Columbia","252",14,5,141.808,48.929,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"691","BROCK HENRY","British Columbia","252",14,6,141.791,59.75,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"692","BROCK HENRY","British Columbia","252",14,7,142.441,71.232,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"693","BROCK HENRY","British Columbia","252",14,8,141.501,82.225,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"694","BROCK HENRY","British Columbia","252",14,9,143.093,94.799,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"695","BROCK HENRY","British Columbia","252",14,10,142.784,106.541,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"696","BROCK HENRY","British Columbia","252",14,11,144.999,120.138,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"697","BROCK HENRY","British Columbia","252",14,12,145.913,135.447,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"698","BROCK HENRY","British Columbia","252",14,13,143.244,145.885,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"699","BROCK HENRY","British Columbia","252",14,14,145.142,154.985,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"700","BROCK HENRY","British Columbia","252",14,15,142.604,161.938,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",7
"701","CRAYDEN DILLON","Ontario","50",15,1,73.024,13.024,11,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"702","CRAYDEN DILLON","Ontario","50",15,2,143.311,25.634,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"703","CRAYDEN DILLON","Ontario","50",15,3,145.801,39.987,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"704","CRAYDEN DILLON","Ontario","50",15,4,142.994,44.868,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"705","CRAYDEN DILLON","Ontario","50",15,5,142.173,56.04,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"706","CRAYDEN DILLON","Ontario","50",15,6,142.682,67.752,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"707","CRAYDEN DILLON","Ontario","50",15,7,141.499,78.292,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"708","CRAYDEN DILLON","Ontario","50",15,8,142.328,90.112,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"709","CRAYDEN DILLON","Ontario","50",15,9,142.621,102.214,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"710","CRAYDEN DILLON","Ontario","50",15,10,142.799,113.971,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"711","CRAYDEN DILLON","Ontario","50",15,11,144.118,126.687,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"712","CRAYDEN DILLON","Ontario","50",15,12,144.682,140.765,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"713","CRAYDEN DILLON","Ontario","50",15,13,142.151,150.11,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"714","CRAYDEN DILLON","Ontario","50",15,14,142.049,156.117,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"715","CRAYDEN DILLON","Ontario","50",15,15,145.377,165.843,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",6
"716","NICK COLLINS","Alberta","711",16,1,74.656,14.656,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"717","NICK COLLINS","Alberta","711",16,2,140.106,24.061,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"718","NICK COLLINS","Alberta","711",16,3,143.314,35.927,12,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"719","NICK COLLINS","Alberta","711",16,4,143.812,41.626,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"720","NICK COLLINS","Alberta","711",16,5,140.357,50.982,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"721","NICK COLLINS","Alberta","711",16,6,140.183,60.195,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"722","NICK COLLINS","Alberta","711",16,7,140.965,70.201,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"723","NICK COLLINS","Alberta","711",16,8,141.742,81.435,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"724","NICK COLLINS","Alberta","711",16,9,141.828,92.744,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"725","NICK COLLINS","Alberta","711",16,10,141.294,102.996,13,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"726","NICK COLLINS","Alberta","711",16,11,142.902,114.496,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"727","NICK COLLINS","Alberta","711",16,12,142.479,126.371,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"728","NICK COLLINS","Alberta","711",16,13,143.23,136.795,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"729","NICK COLLINS","Alberta","711",16,14,153.922,154.675,14,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"730","NICK COLLINS","Alberta","711",16,15,148.556,167.58,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",5
"731","CHANCE BLACKBURN","Washington","246",17,1,68.286,8.286,7,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"732","CHANCE BLACKBURN","Washington","246",17,2,137.241,14.826,7,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"733","CHANCE BLACKBURN","Washington","246",17,3,153.874,37.252,15,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"734","CHANCE BLACKBURN","Washington","246",17,4,144.492,43.631,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"735","CHANCE BLACKBURN","Washington","246",17,5,140.812,53.442,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"736","CHANCE BLACKBURN","Washington","246",17,6,140.756,63.228,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"737","CHANCE BLACKBURN","Washington","246",17,7,141.171,73.44,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"738","CHANCE BLACKBURN","Washington","246",17,8,142.582,85.514,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"739","CHANCE BLACKBURN","Washington","246",17,9,142.786,97.781,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"740","CHANCE BLACKBURN","Washington","246",17,10,143.032,109.771,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"741","CHANCE BLACKBURN","Washington","246",17,11,144.228,122.597,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"742","CHANCE BLACKBURN","Washington","246",17,12,145.81,137.803,16,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"743","CHANCE BLACKBURN","Washington","246",17,13,147.853,152.85,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"744","CHANCE BLACKBURN","Washington","246",17,14,150.789,167.597,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"745","CHANCE BLACKBURN","Washington","246",17,15,156.884,188.83,17,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",4
"746","CHARLIE JOHNSTON","Alberta","85",18,1,77.348,17.348,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"747","CHARLIE JOHNSTON","Alberta","85",18,2,144.266,30.913,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"748","CHARLIE JOHNSTON","Alberta","85",18,3,143.247,42.712,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"749","CHARLIE JOHNSTON","Alberta","85",18,4,143.324,47.923,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"750","CHARLIE JOHNSTON","Alberta","85",18,5,143.636,60.558,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"751","CHARLIE JOHNSTON","Alberta","85",18,6,144.65,74.238,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"752","CHARLIE JOHNSTON","Alberta","85",18,7,153.968,97.247,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"753","CHARLIE JOHNSTON","Alberta","85",18,8,143.939,110.678,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"754","CHARLIE JOHNSTON","Alberta","85",18,9,143.044,123.203,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"755","CHARLIE JOHNSTON","Alberta","85",18,10,145.115,137.276,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"756","CHARLIE JOHNSTON","Alberta","85",18,11,145.822,151.696,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"757","CHARLIE JOHNSTON","Alberta","85",18,12,148.076,169.168,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"758","CHARLIE JOHNSTON","Alberta","85",18,13,146.955,183.317,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"759","CHARLIE JOHNSTON","Alberta","85",18,14,146.079,193.354,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"760","CHARLIE JOHNSTON","Alberta","85",18,15,146.817,204.52,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",3
"761","BRENDAN SIPPLE","Texas","40",19,1,81.195,21.195,25,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"762","BRENDAN SIPPLE","Texas","40",19,2,148.333,38.827,26,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"763","BRENDAN SIPPLE","Texas","40",19,3,146.006,53.385,26,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"764","BRENDAN SIPPLE","Texas","40",19,4,148.175,63.447,27,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"765","BRENDAN SIPPLE","Texas","40",19,5,146.566,79.012,27,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"766","BRENDAN SIPPLE","Texas","40",19,6,147.193,95.235,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"767","BRENDAN SIPPLE","Texas","40",19,7,144.756,109.032,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"768","BRENDAN SIPPLE","Texas","40",19,8,142.98,121.504,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"769","BRENDAN SIPPLE","Texas","40",19,9,145.426,136.411,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"770","BRENDAN SIPPLE","Texas","40",19,10,143.884,149.253,23,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"771","BRENDAN SIPPLE","Texas","40",19,11,148.338,166.189,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"772","BRENDAN SIPPLE","Texas","40",19,12,145.264,180.849,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"773","BRENDAN SIPPLE","Texas","40",19,13,143.095,191.138,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"774","BRENDAN SIPPLE","Texas","40",19,14,145.065,200.161,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"775","BRENDAN SIPPLE","Texas","40",19,15,144.489,208.999,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",2
"776","PJ STRATTON","Alberta","194",20,1,78.528,18.528,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"777","PJ STRATTON","Alberta","194",20,2,145.208,33.035,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"778","PJ STRATTON","Alberta","194",20,3,144.394,45.981,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"779","PJ STRATTON","Alberta","194",20,4,144.772,52.64,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"780","PJ STRATTON","Alberta","194",20,5,144.754,66.393,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"781","PJ STRATTON","Alberta","194",20,6,144.914,80.337,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"782","PJ STRATTON","Alberta","194",20,7,147.471,96.849,18,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"783","PJ STRATTON","Alberta","194",20,8,146.078,112.419,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"784","PJ STRATTON","Alberta","194",20,9,143.212,125.112,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"785","PJ STRATTON","Alberta","194",20,10,144.879,138.949,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"786","PJ STRATTON","Alberta","194",20,11,144.912,152.459,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"787","PJ STRATTON","Alberta","194",20,12,149.622,171.477,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"788","PJ STRATTON","Alberta","194",20,13,149.078,187.749,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"789","PJ STRATTON","Alberta","194",20,14,148.045,199.752,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"790","PJ STRATTON","Alberta","194",20,15,150.893,214.994,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",1
"791","BRYANT HUMISTON","Wyoming","88",21,1,78.193,18.193,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"792","BRYANT HUMISTON","Wyoming","88",21,2,144.661,32.153,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"793","BRYANT HUMISTON","Wyoming","88",21,3,143.374,44.079,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"794","BRYANT HUMISTON","Wyoming","88",21,4,145.199,51.165,19,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"795","BRYANT HUMISTON","Wyoming","88",21,5,147.68,67.844,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"796","BRYANT HUMISTON","Wyoming","88",21,6,149.329,86.203,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"797","BRYANT HUMISTON","Wyoming","88",21,7,147.038,102.282,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"798","BRYANT HUMISTON","Wyoming","88",21,8,143.992,115.766,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"799","BRYANT HUMISTON","Wyoming","88",21,9,144.233,129.48,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"800","BRYANT HUMISTON","Wyoming","88",21,10,147.461,145.899,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"801","BRYANT HUMISTON","Wyoming","88",21,11,149.318,163.815,20,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"802","BRYANT HUMISTON","Wyoming","88",21,12,148.709,181.92,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"803","BRYANT HUMISTON","Wyoming","88",21,13,147.982,197.096,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"804","BRYANT HUMISTON","Wyoming","88",21,14,146.908,207.962,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"805","BRYANT HUMISTON","Wyoming","88",21,15,151.798,224.109,21,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"806","TREY GRIFFIN","Saskatchewan","715",22,1,80.016,20.016,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"807","TREY GRIFFIN","Saskatchewan","715",22,2,147.896,37.211,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"808","TREY GRIFFIN","Saskatchewan","715",22,3,146.472,52.235,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"809","TREY GRIFFIN","Saskatchewan","715",22,4,148.191,62.313,25,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"810","TREY GRIFFIN","Saskatchewan","715",22,5,145.932,77.244,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"811","TREY GRIFFIN","Saskatchewan","715",22,6,145.057,91.331,23,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"812","TREY GRIFFIN","Saskatchewan","715",22,7,142.993,103.365,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"813","TREY GRIFFIN","Saskatchewan","715",22,8,144.296,117.153,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"814","TREY GRIFFIN","Saskatchewan","715",22,9,146.628,133.262,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"815","TREY GRIFFIN","Saskatchewan","715",22,10,146.724,148.944,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"816","TREY GRIFFIN","Saskatchewan","715",22,11,151.088,168.63,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"817","TREY GRIFFIN","Saskatchewan","715",22,12,147.828,185.854,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"818","TREY GRIFFIN","Saskatchewan","715",22,13,148.289,201.337,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"819","TREY GRIFFIN","Saskatchewan","715",22,14,150.24,215.535,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"820","TREY GRIFFIN","Saskatchewan","715",22,15,147.273,227.157,22,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"821","RYAN DERRY","Ontario","41",23,1,80.774,20.774,24,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"822","RYAN DERRY","Ontario","41",23,2,147.996,38.069,25,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
"823","RYAN DERRY","Ontario","41",23,3,146.542,53.163,25,2024,1,2,"Wild Rose MX",2024-06-02,"450_2024_2","450","mx",0
