"","finish","rider","number","lap","time","behind","place","year","round","moto","track","date","race_id","class","type","points"
"3529",17,"TYLER GIBBSMission, BR","22",9,136.602,91.515,7,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3530",17,"TYLER GIBBSMission, BR","22",10,140.577,104.967,9,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3531",17,"TYLER GIBBSMission, BR","22",11,147.544,127.212,11,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3532",17,"TYLER GIBBSMission, BR","22",12,148.269,149.378,12,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3533",17,"TYLER GIBBSMission, BR","22",13,152.017,174.081,13,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3534",17,"TYLER GIBBSMission, BR","22",14,146.908,193.861,13,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3535",17,"TYLER GIBBSMission, BR","22",15,165.53,229.836,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3536",17,"TYLER GIBBSMission, BR","22",16,149.344,249.025,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",4
"3537",18,"YANICK BOUCHERHearst, On","54",1,92.854,32.854,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3538",18,"YANICK BOUCHERHearst, On","54",2,140.349,51.915,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3539",18,"YANICK BOUCHERHearst, On","54",3,137.868,66.69,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3540",18,"YANICK BOUCHERHearst, On","54",4,138.586,82.431,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3541",18,"YANICK BOUCHERHearst, On","54",5,138.651,97.105,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3542",18,"YANICK BOUCHERHearst, On","54",6,138.368,110.996,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3543",18,"YANICK BOUCHERHearst, On","54",7,136.881,122.52,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3544",18,"YANICK BOUCHERHearst, On","54",8,138.27,136.067,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3545",18,"YANICK BOUCHERHearst, On","54",9,143.849,153.069,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3546",18,"YANICK BOUCHERHearst, On","54",10,142.253,168.197,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3547",18,"YANICK BOUCHERHearst, On","54",11,141.36,184.258,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3548",18,"YANICK BOUCHERHearst, On","54",12,142.987,201.142,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3549",18,"YANICK BOUCHERHearst, On","54",13,142.402,216.23,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3550",18,"YANICK BOUCHERHearst, On","54",14,142.334,231.436,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3551",18,"YANICK BOUCHERHearst, On","54",15,142.155,244.036,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3552",18,"YANICK BOUCHERHearst, On","54",16,144.061,257.942,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",3
"3553",19,"TANNER MERRICKDawsonCreek, ON","67",1,87.69,27.69,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3554",19,"TANNER MERRICKDawsonCreek, ON","67",2,142.996,49.398,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3555",19,"TANNER MERRICKDawsonCreek, ON","67",3,139.297,65.602,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3556",19,"TANNER MERRICKDawsonCreek, ON","67",4,137.034,79.791,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3557",19,"TANNER MERRICKDawsonCreek, ON","67",5,134.591,90.405,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3558",19,"TANNER MERRICKDawsonCreek, ON","67",6,136.764,102.692,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3559",19,"TANNER MERRICKDawsonCreek, ON","67",7,137.863,115.198,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3560",19,"TANNER MERRICKDawsonCreek, ON","67",8,139.7,130.175,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3561",19,"TANNER MERRICKDawsonCreek, ON","67",9,145.97,149.298,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3562",19,"TANNER MERRICKDawsonCreek, ON","67",10,137.773,159.946,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3563",19,"TANNER MERRICKDawsonCreek, ON","67",11,140.2,174.847,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3564",19,"TANNER MERRICKDawsonCreek, ON","67",12,164.566,213.31,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3565",19,"TANNER MERRICKDawsonCreek, ON","67",13,140.494,226.49,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3566",19,"TANNER MERRICKDawsonCreek, ON","67",14,142.817,242.179,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3567",19,"TANNER MERRICKDawsonCreek, ON","67",15,138.468,251.092,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3568",19,"TANNER MERRICKDawsonCreek, ON","67",16,141.587,262.524,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",2
"3569",20,"ETHAN STEVENSONOshawa, ON","418",1,87.476,27.476,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3570",20,"ETHAN STEVENSONOshawa, ON","418",2,139.955,46.143,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3571",20,"ETHAN STEVENSONOshawa, ON","418",3,156.03,79.08,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3572",20,"ETHAN STEVENSONOshawa, ON","418",4,138.438,94.673,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3573",20,"ETHAN STEVENSONOshawa, ON","418",5,139.284,109.98,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3574",20,"ETHAN STEVENSONOshawa, ON","418",6,138.347,123.85,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3575",20,"ETHAN STEVENSONOshawa, ON","418",7,141.985,140.478,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3576",20,"ETHAN STEVENSONOshawa, ON","418",8,142.033,157.788,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3577",20,"ETHAN STEVENSONOshawa, ON","418",9,139.614,170.555,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3578",20,"ETHAN STEVENSONOshawa, ON","418",10,141.124,184.554,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3579",20,"ETHAN STEVENSONOshawa, ON","418",11,140.671,199.926,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3580",20,"ETHAN STEVENSONOshawa, ON","418",12,140.544,214.367,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3581",20,"ETHAN STEVENSONOshawa, ON","418",13,139.355,226.408,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3582",20,"ETHAN STEVENSONOshawa, ON","418",14,143.213,242.493,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3583",20,"ETHAN STEVENSONOshawa, ON","418",15,140.098,253.036,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3584",20,"ETHAN STEVENSONOshawa, ON","418",16,141.377,264.258,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",1
"3585",21,"BLAZE CREMALDIRochester, Ne","366",1,85.32,25.32,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3586",21,"BLAZE CREMALDIRochester, Ne","366",2,139.365,43.397,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3587",21,"BLAZE CREMALDIRochester, Ne","366",3,135.832,56.136,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3588",21,"BLAZE CREMALDIRochester, Ne","366",4,137.952,71.243,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3589",21,"BLAZE CREMALDIRochester, Ne","366",5,137.796,85.062,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3590",21,"BLAZE CREMALDIRochester, Ne","366",6,136.652,97.237,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3591",21,"BLAZE CREMALDIRochester, Ne","366",7,139.145,111.025,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3592",21,"BLAZE CREMALDIRochester, Ne","366",8,140.474,126.776,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3593",21,"BLAZE CREMALDIRochester, Ne","366",9,141.403,141.332,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3594",21,"BLAZE CREMALDIRochester, Ne","366",10,142.908,157.115,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3595",21,"BLAZE CREMALDIRochester, Ne","366",11,140.845,172.661,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3596",21,"BLAZE CREMALDIRochester, Ne","366",12,144.484,191.042,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3597",21,"BLAZE CREMALDIRochester, Ne","366",13,145.439,209.167,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3598",21,"BLAZE CREMALDIRochester, Ne","366",14,147.109,229.148,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3599",21,"BLAZE CREMALDIRochester, Ne","366",15,148.415,248.008,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3600",21,"BLAZE CREMALDIRochester, Ne","366",16,146.866,264.719,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3601",22,"BRENDAN SIPPLEAUSTIN, TX","40",1,83.525,23.525,15,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3602",22,"BRENDAN SIPPLEAUSTIN, TX","40",2,142.115,44.352,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3603",22,"BRENDAN SIPPLEAUSTIN, TX","40",3,164.292,85.551,29,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3604",22,"BRENDAN SIPPLEAUSTIN, TX","40",4,138.195,100.901,29,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3605",22,"BRENDAN SIPPLEAUSTIN, TX","40",5,139.824,116.748,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3606",22,"BRENDAN SIPPLEAUSTIN, TX","40",6,140.54,132.811,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3607",22,"BRENDAN SIPPLEAUSTIN, TX","40",7,144.399,151.853,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3608",22,"BRENDAN SIPPLEAUSTIN, TX","40",8,143.861,170.991,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3609",22,"BRENDAN SIPPLEAUSTIN, TX","40",9,141.787,185.931,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3610",22,"BRENDAN SIPPLEAUSTIN, TX","40",10,139.135,197.941,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3611",22,"BRENDAN SIPPLEAUSTIN, TX","40",11,140.795,213.437,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3612",22,"BRENDAN SIPPLEAUSTIN, TX","40",12,146.052,233.386,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3613",22,"BRENDAN SIPPLEAUSTIN, TX","40",13,146.871,252.943,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3614",22,"BRENDAN SIPPLEAUSTIN, TX","40",14,145.909,271.724,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3615",22,"BRENDAN SIPPLEAUSTIN, TX","40",15,144.569,286.738,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3616",23,"CRAYDEN DILLONZephyr, ON","50",1,91.145,31.145,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3617",23,"CRAYDEN DILLONZephyr, ON","50",2,139.188,49.045,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3618",23,"CRAYDEN DILLONZephyr, ON","50",3,138.323,64.275,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3619",23,"CRAYDEN DILLONZephyr, ON","50",4,136.761,78.191,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3620",23,"CRAYDEN DILLONZephyr, ON","50",5,137.688,91.902,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3621",23,"CRAYDEN DILLONZephyr, ON","50",6,138.934,106.359,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3622",23,"CRAYDEN DILLONZephyr, ON","50",7,141.803,122.805,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3623",23,"CRAYDEN DILLONZephyr, ON","50",8,145.937,144.019,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3624",23,"CRAYDEN DILLONZephyr, ON","50",9,144.976,162.148,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3625",23,"CRAYDEN DILLONZephyr, ON","50",10,147.894,182.917,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3626",23,"CRAYDEN DILLONZephyr, ON","50",11,146.202,203.82,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3627",23,"CRAYDEN DILLONZephyr, ON","50",12,147.896,225.613,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3628",23,"CRAYDEN DILLONZephyr, ON","50",13,150.084,248.383,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3629",23,"CRAYDEN DILLONZephyr, ON","50",14,156.918,278.173,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3630",23,"CRAYDEN DILLONZephyr, ON","50",15,157.714,306.332,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3631",24,"TRAVIS DELNICKIWoodstockValley, CT","248",1,90.936,30.936,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3632",24,"TRAVIS DELNICKIWoodstockValley, CT","248",2,143.983,53.631,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3633",24,"TRAVIS DELNICKIWoodstockValley, CT","248",3,141.417,71.955,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3634",24,"TRAVIS DELNICKIWoodstockValley, CT","248",4,140.476,89.586,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3635",24,"TRAVIS DELNICKIWoodstockValley, CT","248",5,141.057,106.666,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3636",24,"TRAVIS DELNICKIWoodstockValley, CT","248",6,144.273,126.462,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3637",24,"TRAVIS DELNICKIWoodstockValley, CT","248",7,147.957,149.062,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3638",24,"TRAVIS DELNICKIWoodstockValley, CT","248",8,144.779,169.118,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3639",24,"TRAVIS DELNICKIWoodstockValley, CT","248",9,147.153,189.424,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3640",24,"TRAVIS DELNICKIWoodstockValley, CT","248",10,144.223,206.522,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3641",24,"TRAVIS DELNICKIWoodstockValley, CT","248",11,145.282,226.505,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3642",24,"TRAVIS DELNICKIWoodstockValley, CT","248",12,146.476,246.878,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3643",24,"TRAVIS DELNICKIWoodstockValley, CT","248",13,152.431,271.995,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3644",24,"TRAVIS DELNICKIWoodstockValley, CT","248",14,151.649,296.516,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3645",24,"TRAVIS DELNICKIWoodstockValley, CT","248",15,150.319,317.28,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3646",25,"RYAN DERRYThornhill, ON","41",1,89.5,29.5,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3647",25,"RYAN DERRYThornhill, ON","41",2,142.399,50.611,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3648",25,"RYAN DERRYThornhill, ON","41",3,143.118,70.636,24,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3649",25,"RYAN DERRYThornhill, ON","41",4,141.756,89.547,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3650",25,"RYAN DERRYThornhill, ON","41",5,145.486,111.056,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3651",25,"RYAN DERRYThornhill, ON","41",6,144.081,130.66,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3652",25,"RYAN DERRYThornhill, ON","41",7,145.759,151.062,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3653",25,"RYAN DERRYThornhill, ON","41",8,145.364,171.703,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3654",25,"RYAN DERRYThornhill, ON","41",9,147.773,192.629,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3655",25,"RYAN DERRYThornhill, ON","41",10,144.482,209.986,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3656",25,"RYAN DERRYThornhill, ON","41",11,147.679,232.366,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3657",25,"RYAN DERRYThornhill, ON","41",12,148.099,254.362,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3658",25,"RYAN DERRYThornhill, ON","41",13,150.149,277.197,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3659",25,"RYAN DERRYThornhill, ON","41",14,149.411,299.48,26,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3660",25,"RYAN DERRYThornhill, ON","41",15,149.567,319.492,25,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3661",26,"TOMMY DALLAIRELaterriere, QC","58",1,89.247,29.247,23,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3662",26,"TOMMY DALLAIRELaterriere, QC","58",2,139.579,47.538,21,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3663",26,"TOMMY DALLAIRELaterriere, QC","58",3,136.481,60.926,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3664",26,"TOMMY DALLAIRELaterriere, QC","58",4,135.753,73.834,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3665",26,"TOMMY DALLAIRELaterriere, QC","58",5,135.774,85.631,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3666",26,"TOMMY DALLAIRELaterriere, QC","58",6,139.76,100.914,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3667",26,"TOMMY DALLAIRELaterriere, QC","58",7,137.814,113.371,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3668",26,"TOMMY DALLAIRELaterriere, QC","58",8,141.428,130.076,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3669",26,"TOMMY DALLAIRELaterriere, QC","58",9,142.431,145.66,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3670",26,"TOMMY DALLAIRELaterriere, QC","58",10,139.14,157.675,20,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3671",26,"TOMMY DALLAIRELaterriere, QC","58",11,139.299,171.675,19,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3672",26,"TOMMY DALLAIRELaterriere, QC","58",12,138.429,184.001,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3673",26,"TOMMY DALLAIRELaterriere, QC","58",13,142.647,199.334,18,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3674",26,"TOMMY DALLAIRELaterriere, QC","58",14,192.429,264.635,22,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3675",27,"CHANDLER FRITZIUSLongueuil, Qu","169",1,117.588,57.588,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3676",27,"CHANDLER FRITZIUSLongueuil, Qu","169",2,142.021,78.321,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3677",27,"CHANDLER FRITZIUSLongueuil, Qu","169",3,144.32,99.548,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3678",27,"CHANDLER FRITZIUSLongueuil, Qu","169",4,143.757,120.46,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3679",27,"CHANDLER FRITZIUSLongueuil, Qu","169",5,151.952,148.435,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3680",27,"CHANDLER FRITZIUSLongueuil, Qu","169",6,149.732,173.69,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3681",27,"CHANDLER FRITZIUSLongueuil, Qu","169",7,147.93,196.263,30,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3682",27,"CHANDLER FRITZIUSLongueuil, Qu","169",8,156.716,228.256,29,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3683",27,"CHANDLER FRITZIUSLongueuil, Qu","169",9,158.943,260.352,29,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3684",27,"CHANDLER FRITZIUSLongueuil, Qu","169",10,159.264,292.491,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3685",27,"CHANDLER FRITZIUSLongueuil, Qu","169",11,191.637,358.829,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3686",27,"CHANDLER FRITZIUSLongueuil, Qu","169",12,167.608,400.334,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3687",27,"CHANDLER FRITZIUSLongueuil, Qu","169",13,158.33,431.35,28,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3688",27,"CHANDLER FRITZIUSLongueuil, Qu","169",14,153.25,457.472,27,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3689",28,"ANTHONY SPADACCINICumberland, ON","52",1,78.982,18.982,10,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3690",28,"ANTHONY SPADACCINICumberland, ON","52",2,138.21,35.904,12,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3691",28,"ANTHONY SPADACCINICumberland, ON","52",3,135.059,47.87,12,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3692",28,"ANTHONY SPADACCINICumberland, ON","52",4,137.168,62.193,12,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3693",28,"ANTHONY SPADACCINICumberland, ON","52",5,140.24,78.456,14,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3694",28,"ANTHONY SPADACCINICumberland, ON","52",6,138.554,92.533,14,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3695",28,"ANTHONY SPADACCINICumberland, ON","52",7,141.626,108.802,15,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3696",28,"ANTHONY SPADACCINICumberland, ON","52",8,140.977,125.056,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
"3697",28,"ANTHONY SPADACCINICumberland, ON","52",9,140.917,139.126,17,2024,5,1,"Sand Del Lee MX101",2024-07-14,"450_2024_9","450","mx",0
